iter	RMSE
1665	18.96908891
1666	18.96792139
1667	18.96548493
1668	18.96317748
1669	18.96206446
1670	18.95950335
1671	18.95728951
1672	18.95631775
1673	18.95440299
1674	18.95290702
1675	18.95085905
1676	18.94862654
1677	18.94616106
1678	18.94382514
1679	18.94285234
1680	18.94092421
1681	18.93906882
1682	18.93783137
1683	18.93687961
1684	18.93484074
1685	18.93255524
1686	18.93085917
1687	18.92922368
1688	18.92740864
1689	18.92584828
1690	18.92316794
1691	18.92099713
1692	18.91958872
1693	18.91717947
1694	18.91584904
1695	18.91404568
1696	18.91241126
1697	18.91070851
1698	18.90915114
1699	18.90803104
1700	18.90623523
1701	18.90488798
1702	18.90322927
1703	18.90126925
1704	18.89958674
1705	18.89830072
1706	18.89743599
1707	18.89552156
1708	18.89355488
1709	18.89192517
1710	18.89030351
1711	18.88922926
1712	18.88816806
1713	18.8863377
1714	18.88446165
1715	18.88346304
1716	18.88209034
1717	18.88072518
1718	18.87913903
1719	18.87810607
1720	18.87652832
1721	18.87517105
1722	18.87365324
1723	18.87206187
1724	18.87099571
1725	18.86914365
1726	18.86799706
1727	18.86647885
1728	18.86431986
1729	18.8627973
1730	18.86182284
1731	18.86100413
1732	18.85895396
1733	18.85730748
1734	18.85560462
1735	18.85398832
1736	18.85263916
1737	18.85074034
1738	18.84964078
1739	18.8487506
1740	18.84669627
1741	18.84432269
1742	18.84328677
1743	18.84147525
1744	18.83910053
1745	18.83761347
1746	18.83514827
1747	18.83337353
1748	18.83189857
1749	18.83025592
1750	18.82820317
1751	18.82592921
1752	18.82441877
1753	18.82268283
1754	18.82114422
1755	18.8199267
1756	18.81788819
1757	18.8164582
1758	18.81470788
1759	18.81377035
1760	18.8125114
1761	18.81119385
1762	18.8091823
1763	18.80720341
1764	18.80600658
1765	18.80369137
1766	18.80275152
1767	18.79977714
1768	18.79781046
1769	18.79605958
1770	18.79508373
1771	18.79416385
1772	18.79261722
1773	18.79072951
1774	18.78981193
1775	18.78724537
1776	18.78565051
1777	18.78330324
1778	18.78158134
1779	18.78015609
1780	18.77797441
1781	18.77677769
1782	18.77456468
1783	18.77311033
1784	18.77238922
1785	18.77142684
1786	18.77024571
1787	18.76901264
1788	18.7674216
1789	18.76614647
1790	18.7651451
1791	18.76406135
1792	18.76211073
1793	18.76013737
1794	18.75894963
1795	18.75791872
1796	18.75698286
1797	18.75605221
1798	18.75377019
1799	18.75239285
1800	18.75101599
1801	18.74900935
1802	18.74789042
1803	18.7468327
1804	18.7451691
1805	18.7440023
1806	18.74206492
1807	18.74113431
1808	18.73999204
1809	18.73753537
1810	18.73586754
1811	18.73499631
1812	18.73279029
1813	18.73165084
1814	18.73049899
1815	18.72876144
1816	18.7273794
1817	18.72589023
1818	18.72432698
1819	18.72258228
1820	18.72188443
1821	18.72015791
1822	18.71892743
1823	18.71778426
1824	18.71678241
1825	18.71573503
1826	18.71433231
1827	18.71265462
1828	18.71112392
1829	18.70989831
1830	18.70898968
1831	18.70748973
1832	18.70680936
1833	18.70614251
1834	18.70377723
1835	18.70264601
1836	18.70173253
1837	18.70063774
1838	18.69997749
1839	18.69899118
1840	18.69683701
1841	18.69470312
1842	18.69338594
1843	18.69227969
1844	18.69064356
1845	18.68916978
1846	18.68795469
1847	18.68676749
1848	18.68490849
1849	18.6838255
1850	18.68214264
1851	18.68087709
1852	18.67907976
1853	18.6780047
1854	18.6770471
1855	18.67579798
1856	18.67456917
1857	18.67270179
1858	18.67166922
1859	18.67058544
1860	18.66834571
1861	18.66650181
1862	18.66460191
1863	18.66298825
1864	18.66037125
1865	18.65877432
1866	18.65813194
1867	18.65706502
1868	18.65527741
1869	18.65370562
1870	18.65266105
1871	18.65093644
1872	18.6493957
1873	18.64807306
1874	18.64598403
1875	18.64369174
1876	18.64255361
1877	18.64086219
1878	18.63999067
1879	18.63865506
1880	18.63625668
1881	18.63497397
1882	18.63313631
1883	18.63179856
1884	18.63032301
1885	18.62829834
1886	18.62717692
1887	18.62555663
1888	18.62467077
1889	18.6233716
1890	18.62151636
1891	18.61950459
1892	18.61765912
1893	18.61611771
1894	18.61430258
1895	18.61290132
1896	18.61062344
1897	18.60962146
1898	18.60848385
1899	18.60686606
1900	18.60607236
1901	18.60475354
1902	18.60366187
1903	18.60224414
1904	18.60116613
1905	18.59967539
1906	18.59855312
1907	18.59759524
1908	18.59595661
1909	18.59379689
1910	18.59201993
1911	18.5896521
1912	18.5873353
1913	18.58643518
1914	18.58416413
1915	18.58236128
1916	18.58080579
1917	18.57957129
1918	18.57805102
1919	18.57720809
1920	18.57633776
1921	18.57510277
1922	18.57398884
1923	18.57262739
1924	18.57078763
1925	18.56872531
1926	18.56756792
1927	18.56697008
1928	18.56518132
1929	18.56369331
1930	18.56263078
1931	18.56087587
1932	18.55947009
1933	18.55702404
1934	18.55465126
1935	18.55288187
1936	18.55086724
1937	18.54942277
1938	18.54821894
1939	18.54663298
1940	18.54512937
1941	18.54418533
1942	18.542233
1943	18.54109151
1944	18.53965194
1945	18.53833397
1946	18.53684051
1947	18.53537645
1948	18.53452755
1949	18.53219818
1950	18.53152567
1951	18.52995364
1952	18.52872371
1953	18.52790768
1954	18.52619782
1955	18.52428976
1956	18.5222259
1957	18.52125623
1958	18.51976201
1959	18.51835517
1960	18.51606278
1961	18.51464948
1962	18.51321449
1963	18.51202022
1964	18.51091359
1965	18.50890062
1966	18.50689539
1967	18.50570989
1968	18.50468024
1969	18.50329637
1970	18.50107944
1971	18.50009116
1972	18.49864311
1973	18.49640761
1974	18.49509134
1975	18.4931334
1976	18.49220726
1977	18.49064929
1978	18.48980834
1979	18.48866284
1980	18.48725595
1981	18.48665779
1982	18.48446846
1983	18.48312386
1984	18.48183839
1985	18.47967023
1986	18.47785693
1987	18.47617247
1988	18.475621
1989	18.47350395
1990	18.47243424
1991	18.47011182
1992	18.46920364
1993	18.46779361
1994	18.46616616
1995	18.46451278
1996	18.46335523
1997	18.46140723
1998	18.46062526
1999	18.45921344
